"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"UBA7",0.000735340635731184,1.23228500325721,0.09,0.032,1,"2","UBA7"
"NIP71",0.000736186654417536,0.502518338626285,0.219,0.116,1,"2","NIP7"
"UBAC11",0.000744116739957387,0.151513617472649,0.426,0.276,1,"2","UBAC1"
"SIRPA",0.000745368561167476,1.45943759022141,0.09,0.032,1,"2","SIRPA"
"EHMT2",0.000746429834497523,0.393520212538994,0.129,0.054,1,"2","EHMT2"
"COX16",0.00074881487511596,0.487378654990713,0.181,0.091,1,"2","COX16"
"TPPP",0.000750430012877008,1.19537443236304,0.09,0.032,1,"2","TPPP"
"VANGL2",0.000755465884700793,0.895757836329624,0.084,0.028,1,"2","VANGL2"
"TGFB2",0.000755523366725307,1.03692591756764,0.09,0.032,1,"2","TGFB2"
"ZNF638",0.000758024091555515,0.572872471527882,0.213,0.112,1,"2","ZNF638"
"STIM2",0.000758601081345264,0.220807237897735,0.129,0.054,1,"2","STIM2"
"TIMM9",0.000758607779420956,0.134522307027434,0.316,0.194,1,"2","TIMM9"
"CD91",0.000760661113785869,0.228322150056244,0.987,0.734,1,"2","CD9"
"CCT81",0.000764095117745202,0.165122998567295,0.548,0.385,1,"2","CCT8"
"DALRD31",0.000764165208137082,0.393247036361272,0.206,0.107,1,"2","DALRD3"
"PTPN21",0.000764772111086312,0.46172931930854,0.265,0.151,1,"2","PTPN2"
"ELP3",0.000768397528177552,0.298437590306586,0.09,0.032,1,"2","ELP3"
"C15orf401",0.000769357878278375,0.321720029990685,0.316,0.193,1,"2","C15orf40"
"FHIT",0.00077206215688797,1.2196130224059,0.11,0.043,1,"2","FHIT"
"RRM2B",0.000778843183711346,0.789801906714312,0.09,0.032,1,"2","RRM2B"
"DGCR8",0.00077952960413826,0.835142854572705,0.065,0.018,1,"2","DGCR8"
"CHD61",0.000789030494964741,0.545135310834958,0.181,0.091,1,"2","CHD6"
"PHC2",0.000790533368288442,0.306737398668835,0.161,0.077,1,"2","PHC2"
"TBC1D10B",0.000795321793091839,1.13295381139048,0.11,0.043,1,"2","TBC1D10B"
"PCNXL2",0.000796324482071034,0.193966615570084,0.065,0.018,1,"2","PCNXL2"
"PHF12",0.000797440862878068,1.25815479426209,0.09,0.032,1,"2","PHF12"
"CAPNS21",0.000797946364154934,0.159835547202456,0.587,0.398,1,"2","CAPNS2"
"ETFB1",0.000800956165468937,0.107065246908027,0.69,0.487,1,"2","ETFB"
"CRLS1",0.000800998721319663,0.333962803101879,0.168,0.081,1,"2","CRLS1"
"DDX27",0.000801152084155639,0.466748932918051,0.252,0.141,1,"2","DDX27"
"EMILIN1",0.00080914292523873,3.97281527332998,0.026,0.003,1,"2","EMILIN1"
"PPP1R3F",0.00080914292523873,4.73841767766694,0.026,0.003,1,"2","PPP1R3F"
"HAS2",0.00080914292523873,3.84210434699121,0.026,0.003,1,"2","HAS2"
"RNF139-AS1",0.00080914292523873,3.65704037982438,0.026,0.003,1,"2","RNF139-AS1"
"RP11-21L23.3",0.00080914292523873,3.54029699432192,0.026,0.003,1,"2","RP11-21L23.3"
"GINM11",0.000809274850540297,0.459266352728275,0.335,0.214,1,"2","GINM1"
"PDIA4",0.000810042507611778,0.176660227163849,0.252,0.145,1,"2","PDIA4"
"ELP4",0.000813449624093499,0.986758782264975,0.11,0.044,1,"2","ELP4"
"SVBP",0.000814541559975559,0.141416460708053,0.265,0.15,1,"2","SVBP"
"ENPP2",0.000815990155239985,3.91460447787992,0.026,0.003,1,"2","ENPP2"
"KANK3",0.000822891114152754,4.09683027044559,0.026,0.003,1,"2","KANK3"
"FAM161A",0.00082347228213906,1.05390549475705,0.077,0.024,1,"2","FAM161A"
"TCTEX1D21",0.000824030676569082,0.448590289985912,0.29,0.173,1,"2","TCTEX1D2"
"SCMH1",0.000827500226061143,1.12958710640387,0.09,0.032,1,"2","SCMH1"
"LAMA4",0.000829846185654834,3.55468179622117,0.026,0.003,1,"2","LAMA4"
"BICC1",0.000829846185654834,3.43503659912649,0.026,0.003,1,"2","BICC1"
"GLT8D2",0.000829846185654834,3.26280964649074,0.026,0.003,1,"2","GLT8D2"
"NTN4",0.000830965984350627,0.670467577210843,0.129,0.057,1,"2","NTN4"
"GATAD2A",0.000832835809805773,0.680401677832833,0.142,0.063,1,"2","GATAD2A"
"PYGB",0.000833026676892028,0.492022003856508,0.187,0.097,1,"2","PYGB"
"MAFB",0.000833153398024662,0.400128097297258,0.335,0.211,1,"2","MAFB"
"MPZL1",0.000833812498718785,0.25574768991551,0.206,0.107,1,"2","MPZL1"
"TRIM471",0.00083596684655701,0.748350606661118,0.239,0.132,1,"2","TRIM47"
"DARS-AS1",0.000836855755840153,1.83956898972252,0.026,0.003,1,"2","DARS-AS1"
"NHSL2",0.000836855755840153,3.33160670861125,0.026,0.003,1,"2","NHSL2"
"GRK5",0.000836855755840153,3.45290668828488,0.026,0.003,1,"2","GRK5"
"CLMP",0.00084392021323136,1.31264025094961,0.026,0.003,1,"2","CLMP"
"SLC6A16",0.00084392021323136,3.15490865114917,0.026,0.003,1,"2","SLC6A16"
"XPC",0.000843939283149553,0.322287601017316,0.194,0.097,1,"2","XPC"
"KDM3A",0.000847370639543469,0.464550550382195,0.097,0.035,1,"2","KDM3A"
"OLFM2",0.000850086755862169,0.611940572937713,0.097,0.035,1,"2","OLFM2"
"RP11-53O19.3",0.000851039948792473,2.97704872880561,0.026,0.003,1,"2","RP11-53O19.3"
"TCF19",0.000851039948792473,2.0310488703586,0.026,0.003,1,"2","TCF19"
"SMAD9",0.000851039948792473,2.76232495885828,0.026,0.003,1,"2","SMAD9"
"AC009005.2",0.000851039948792473,2.75762244320538,0.026,0.003,1,"2","AC009005.2"
"COX6B2",0.000851039948792473,3.02479060538596,0.026,0.003,1,"2","COX6B2"
"CTBP2",0.000853289475284798,0.270567319820413,0.232,0.129,1,"2","CTBP2"
"ALDH4A11",0.000854932265543921,0.202351452609266,0.245,0.14,1,"2","ALDH4A1"
"PRRT3-AS1",0.000858215355941572,2.81196429365488,0.026,0.003,1,"2","PRRT3-AS1"
"BNIP2",0.000858705335844447,0.435879301811951,0.213,0.115,1,"2","BNIP2"
"IGSF9",0.000860965681631919,1.10934688337389,0.103,0.039,1,"2","IGSF9"
"CHAC2",0.000865446830563529,1.5503444799175,0.026,0.003,1,"2","CHAC2"
"ECSCR.1",0.000865446830563529,0.980004576291202,0.026,0.003,1,"2","ECSCR.1"
"ZNF470",0.000865446830563529,1.7227197234309,0.026,0.003,1,"2","ZNF470"
"XPO1",0.000870843299773964,0.361597962578427,0.239,0.132,1,"2","XPO1"
"ZNF689",0.000871755933254068,1.61992188852097,0.058,0.015,1,"2","ZNF689"
"WDR60",0.00087226749780878,0.916273814819148,0.123,0.052,1,"2","WDR60"
"SNX72",0.000872460196661808,0.32701035660578,0.239,0.132,1,"2","SNX7"
"GPATCH1",0.000874077622102695,1.85445426592652,0.077,0.025,1,"2","GPATCH1"
"PALM1",0.000877299788427398,1.71640314032686,0.077,0.025,1,"2","PALM"
"SLC7A6OS",0.000877446148653683,1.02496745436832,0.116,0.048,1,"2","SLC7A6OS"
"KLHL23",0.000879664684218462,2.02503099040019,0.058,0.015,1,"2","KLHL23"
"LONP1",0.000892393900362121,1.21027747481113,0.116,0.048,1,"2","LONP1"
"SIAH11",0.000894551199314219,0.644558929919274,0.174,0.088,1,"2","SIAH1"
"TMEM421",0.000895513389083566,0.470326077044573,0.2,0.107,1,"2","TMEM42"
"PSMC11",0.00089851542267797,0.186271733360306,0.432,0.289,1,"2","PSMC1"
"EZH1",0.000901239597844474,1.22688582401102,0.071,0.021,1,"2","EZH1"
"ATG2B",0.00090347633881536,2.05970274424037,0.077,0.025,1,"2","ATG2B"
"UQCRH1",0.000910887669804871,0.240043127150549,0.955,0.759,1,"2","UQCRH"
"TAF71",0.000912299532272576,0.425862992017883,0.316,0.197,1,"2","TAF7"
"USO1",0.000921538265594368,0.358434674937116,0.194,0.097,1,"2","USO1"
"LTBP2",0.000924265445807646,1.74359837124637,0.084,0.029,1,"2","LTBP2"
"CWC25",0.000925320010684568,0.391301929618037,0.161,0.078,1,"2","CWC25"
"FANCE",0.000928531035925984,1.90727460447119,0.058,0.015,1,"2","FANCE"
"KATNAL1",0.000928531035925984,1.05462127446183,0.058,0.015,1,"2","KATNAL1"
"FAM179B",0.000929539495021177,1.28136802590794,0.097,0.037,1,"2","FAM179B"
"MRPS18B1",0.000933837616405794,0.268828618303766,0.413,0.266,1,"2","MRPS18B"
"LINC006671",0.000945896541057556,0.755327331294652,0.181,0.092,1,"2","LINC00667"
"ADAM17",0.000946719853915575,1.7415429954409,0.09,0.033,1,"2","ADAM17"
"KANK2",0.000947561796406372,1.01484068483492,0.077,0.025,1,"2","KANK2"
"LGR41",0.000948336752755716,0.811152669608711,0.148,0.068,1,"2","LGR4"
"FAM76A",0.000953716139556583,0.637767396707224,0.135,0.059,1,"2","FAM76A"
"AHDC1",0.000954327603100751,0.985487457735255,0.135,0.061,1,"2","AHDC1"
"TMEM159",0.000958189901161739,0.234947400131197,0.277,0.161,1,"2","TMEM159"
"PARP31",0.00095889810076979,1.08534130015653,0.148,0.071,1,"2","PARP3"
"GPBP1",0.000970360712659423,0.105350993020738,0.297,0.177,1,"2","GPBP1"
"TMEM1011",0.000972042104249173,0.647682076786477,0.258,0.155,1,"2","TMEM101"
"EFEMP21",0.000974895138033199,1.29280635125216,0.206,0.113,1,"2","EFEMP2"
"CDIP1",0.000976203131370375,0.572137916901204,0.148,0.068,1,"2","CDIP1"
"NSL1",0.000977622766539063,0.327892078525001,0.226,0.125,1,"2","NSL1"
"EIF3K1",0.000979695222512904,0.176950191105552,0.948,0.685,1,"2","EIF3K"
"SERTAD2",0.000980920590419318,0.822300505529308,0.148,0.068,1,"2","SERTAD2"
"SYVN1",0.000981006879163003,0.792954397553389,0.097,0.035,1,"2","SYVN1"
"CMBL",0.000983132901801949,1.49840644049687,0.09,0.033,1,"2","CMBL"
"NGDN",0.000983542941318657,0.672456609845052,0.213,0.119,1,"2","NGDN"
"GNL11",0.000984629864291535,0.37794102255747,0.213,0.116,1,"2","GNL1"
"G3BP1",0.000985407647255917,0.243791110227591,0.297,0.183,1,"2","G3BP1"
"FSTL3",0.000988715871238644,1.65793037151184,0.058,0.015,1,"2","FSTL3"
"MIS12",0.000990016581847435,0.539342673783444,0.077,0.025,1,"2","MIS12"
"DNAJC10",0.000990018373357793,0.566751328110993,0.148,0.069,1,"2","DNAJC10"
"ZNF154",0.000994273008592182,2.42839959685367,0.052,0.013,1,"2","ZNF154"
"FTO",0.000997261291970131,1.30073693712527,0.077,0.025,1,"2","FTO"
"ARL11",0.000997728738596705,0.302858240150793,0.374,0.248,1,"2","ARL1"
"IER3IP11",0.000999031848074912,0.194317192216455,0.413,0.261,1,"2","IER3IP1"
"SPATA201",0.00100193548252841,0.736025184421976,0.148,0.069,1,"2","SPATA20"
"F2R",0.00101114198362748,0.801684883099966,0.071,0.021,1,"2","F2R"
"NUP35",0.00101244903958014,1.23510200981461,0.103,0.04,1,"2","NUP35"
"LRP3",0.00102344270135329,2.69934783551782,0.052,0.013,1,"2","LRP3"
"RNF111",0.00102504206186001,0.857730125777095,0.084,0.029,1,"2","RNF111"
"PPA21",0.00102616700829338,0.374921788698726,0.374,0.237,1,"2","PPA2"
"EEF21",0.001028534400869,0.112724299096567,0.916,0.712,1,"2","EEF2"
"FERMT2",0.00102857017962812,0.827988658808489,0.084,0.029,1,"2","FERMT2"
"MED111",0.00103068761505796,0.398525182794895,0.29,0.175,1,"2","MED11"
"SUN11",0.0010307984723638,0.62490337019564,0.226,0.126,1,"2","SUN1"
"LRP12",0.00103328070481958,1.29750676982916,0.226,0.13,1,"2","LRP1"
"PARD6G",0.00103920074586179,0.358568917658092,0.148,0.068,1,"2","PARD6G"
"MRPS311",0.00104526798596878,0.490236154911148,0.368,0.238,1,"2","MRPS31"
"SDHA1",0.00105739336455336,0.255972372626584,0.277,0.168,1,"2","SDHA"
"FKBP7",0.00105847423453129,2.34688690271014,0.052,0.013,1,"2","FKBP7"
"PER21",0.0010599804937949,0.291505636769932,0.181,0.093,1,"2","PER2"
"NOA1",0.00106969035391401,0.32590540519235,0.187,0.097,1,"2","NOA1"
"LINC01089",0.001070288492654,1.42924672566261,0.09,0.033,1,"2","LINC01089"
"IFITM1",0.00107161511386806,0.12840254466762,0.103,0.039,1,"2","IFITM1"
"PRKAB1",0.00107182018882837,0.398795810360384,0.129,0.055,1,"2","PRKAB1"
"DHX9",0.00107363987041739,0.206640022755687,0.232,0.131,1,"2","DHX9"
"ZFAND4",0.00107382466221904,1.46944897475813,0.052,0.013,1,"2","ZFAND4"
"HIVEP1",0.00107728044157161,1.53040267826052,0.09,0.033,1,"2","HIVEP1"
"NFYB1",0.00107835596789727,0.33603504246675,0.213,0.116,1,"2","NFYB"
"KIF20B",0.00108025779108886,0.453138054657224,0.077,0.025,1,"2","KIF20B"
"PEMT",0.00108415680083205,0.459452491403775,0.206,0.11,1,"2","PEMT"
"TTLL3",0.00108417240610224,1.57128950606784,0.052,0.013,1,"2","TTLL3"
"PTGFRN",0.00108476230048612,0.252518094777599,0.161,0.077,1,"2","PTGFRN"
"DAAM1",0.0010956491840394,0.48429174793196,0.2,0.105,1,"2","DAAM1"
"HPS61",0.00109675817407845,1.23550050803645,0.11,0.044,1,"2","HPS6"
"LPAR2",0.00109754331895821,0.703890553012868,0.103,0.04,1,"2","LPAR2"
"PPIE1",0.001097765160567,0.375532181158218,0.277,0.164,1,"2","PPIE"
"DACT2",0.00109986705519889,2.28446645322141,0.052,0.013,1,"2","DACT2"
"TNIP2",0.00109999071332915,0.377452329405226,0.181,0.092,1,"2","TNIP2"
"DPP71",0.00110638470488563,0.25487085383716,0.439,0.298,1,"2","DPP7"
"HCG18",0.00111069338719179,1.22145894726344,0.097,0.037,1,"2","HCG18"
"BCAS2",0.00111118806860944,0.159283038495808,0.342,0.209,1,"2","BCAS2"
"RIC31",0.0011135021054635,0.468795156478358,0.226,0.124,1,"2","RIC3"
"ZNF117",0.00111513800137352,1.44632797669611,0.065,0.019,1,"2","ZNF117"
"PHLPP1",0.00111577157990006,0.894340400324879,0.052,0.013,1,"2","PHLPP1"
"CORO1C",0.00111579140060799,0.914010450767037,0.11,0.044,1,"2","CORO1C"
"CCBL21",0.0011195240682685,0.456975142154205,0.187,0.097,1,"2","CCBL2"
"BTN2A2",0.00111968945566613,0.638933093311028,0.065,0.019,1,"2","BTN2A2"
"SLC25A42",0.00112005684339095,0.349189415361109,0.077,0.025,1,"2","SLC25A42"
"CACUL1",0.00112032047215022,0.738556937617632,0.129,0.055,1,"2","CACUL1"
"PPT1",0.0011210917041953,0.281391811953306,0.252,0.148,1,"2","PPT1"
"MYADM",0.00112378723305737,1.07346053087214,0.194,0.1,1,"2","MYADM"
"CDK5RAP3",0.00112387884108537,0.475652377923002,0.239,0.139,1,"2","CDK5RAP3"
"NXPH4",0.00112425808023546,1.36953119734245,0.065,0.019,1,"2","NXPH4"
"ANK31",0.00113299127008558,0.676022348369455,0.181,0.092,1,"2","ANK3"
"MED23",0.00113506256036484,1.27202929909714,0.097,0.037,1,"2","MED23"
"ELAC1",0.00113771746506899,1.04353329323542,0.116,0.049,1,"2","ELAC1"
"AGAP2-AS1",0.00113838228556466,1.00213628996347,0.11,0.044,1,"2","AGAP2-AS1"
"MAOB",0.00114046077816473,1.06292229134302,0.077,0.025,1,"2","MAOB"
"PRRG1",0.00114270545693541,1.7308274795536,0.065,0.019,1,"2","PRRG1"
"CD302",0.00114956104543875,0.822729329033428,0.09,0.033,1,"2","CD302"
"WDFY3",0.00115203370021665,1.56093186416819,0.065,0.019,1,"2","WDFY3"
"NATD1",0.00115922910243642,1.71147076209512,0.052,0.013,1,"2","NATD1"
"FAM110C",0.00115992517920526,0.607525909585087,0.097,0.037,1,"2","FAM110C"
"SPTY2D1",0.00116133804889523,0.760457135082712,0.103,0.04,1,"2","SPTY2D1"
"B3GNT21",0.00116666920252733,0.676093684137107,0.148,0.069,1,"2","B3GNT2"
"SFMBT1",0.0011709016814438,0.492587561269838,0.065,0.019,1,"2","SFMBT1"
"SLITRK6",0.00117622470965482,0.966223992682946,0.142,0.066,1,"2","SLITRK6"
"CEP44",0.001178056007336,0.761861834156513,0.077,0.025,1,"2","CEP44"
"KIAA1586",0.0011789485398262,0.69246058323788,0.116,0.048,1,"2","KIAA1586"
"ZNF628",0.00118153962938545,0.341961083817694,0.052,0.013,1,"2","ZNF628"
"ATP6V0A1",0.00118163557837807,1.28593852625592,0.097,0.037,1,"2","ATP6V0A1"
"CHD4",0.00118296309503796,0.215744840072835,0.277,0.166,1,"2","CHD4"
"BBS7",0.00118327871744501,0.859789028509264,0.084,0.029,1,"2","BBS7"
"AC093673.5",0.00118662099937308,0.844558269255716,0.123,0.053,1,"2","AC093673.5"
"SEC23A",0.00119084006502513,0.688854975608157,0.077,0.025,1,"2","SEC23A"
"TMX11",0.00119271598690523,0.378221586364803,0.252,0.141,1,"2","TMX1"
"MTERF1",0.00119343159874509,1.0645671862698,0.103,0.042,1,"2","MTERF1"
"ERMAP",0.00119488818421863,1.22128991217624,0.065,0.019,1,"2","ERMAP"
"PLLP1",0.00119570621110947,0.365632690805688,0.361,0.236,1,"2","PLLP"
"FAM76B",0.00119982092994454,1.05872072409855,0.103,0.04,1,"2","FAM76B"
"CRTC3",0.00120001373781826,0.529677780448894,0.097,0.037,1,"2","CRTC3"
"ZNF429",0.00120150841472404,0.594574886243529,0.084,0.029,1,"2","ZNF429"
"SKA2",0.00120214541457685,0.439409721195708,0.284,0.175,1,"2","SKA2"
"MTERF2",0.00120355036015501,1.22124269200603,0.084,0.029,1,"2","MTERF2"
"CYP27A1",0.00120372091082922,1.08818038626325,0.097,0.037,1,"2","CYP27A1"
"VPS11",0.00120512964791768,1.00875276984024,0.11,0.045,1,"2","VPS11"
"SOSTDC1",0.00120668501949664,0.885008845632688,0.09,0.033,1,"2","SOSTDC1"
"ZNF16",0.00120998564506936,1.46279275360359,0.052,0.013,1,"2","ZNF16"
"SEPHS1",0.00121059214119309,0.433349002712607,0.174,0.088,1,"2","SEPHS1"
"ZFY",0.0012144033624437,0.900354893756157,0.065,0.019,1,"2","ZFY"
"MYL5",0.00122256038765696,0.283721871152471,0.11,0.044,1,"2","MYL5"
"C22orf46",0.00122427096632863,0.80342676611033,0.065,0.019,1,"2","C22orf46"
"CHL1",0.00122735554801024,1.06605462765446,0.052,0.013,1,"2","CHL1"
"CLMN",0.00122854437981651,0.691005011869075,0.103,0.04,1,"2","CLMN"
"NET11",0.00123333339460411,0.435608420658672,0.348,0.221,1,"2","NET1"
"C19orf481",0.00123537843735694,0.164063935360793,0.219,0.116,1,"2","C19orf48"
"TAOK3",0.00124640563645692,0.364147265144546,0.213,0.115,1,"2","TAOK3"
"SLC2A9",0.00124926485471023,1.51268800686236,0.065,0.019,1,"2","SLC2A9"
"YAP1",0.00125441615574732,0.341909518637744,0.232,0.132,1,"2","YAP1"
"WIPF2",0.00125519334529485,0.308072638977903,0.148,0.071,1,"2","WIPF2"
"DHX33",0.00126448648243244,0.896081415360032,0.065,0.019,1,"2","DHX33"
"QDPR",0.00126529118335218,0.313548226692838,0.245,0.14,1,"2","QDPR"
"RAMP11",0.00126838825554772,0.227576617517413,0.271,0.158,1,"2","RAMP1"
"DCUN1D3",0.00126864506760994,2.628819054443,0.045,0.01,1,"2","DCUN1D3"
"PTPN23",0.00127027473143303,0.672696466349909,0.077,0.025,1,"2","PTPN23"
"LGALS8",0.00127040803903178,0.434751999814384,0.232,0.132,1,"2","LGALS8"
"POGK",0.00127657851973262,0.725384109006967,0.103,0.04,1,"2","POGK"
"CCDC43",0.00127887447289354,0.444952057433439,0.148,0.071,1,"2","CCDC43"
"SFXN1",0.00128373837330833,0.561437469690894,0.116,0.048,1,"2","SFXN1"
"PHLDB1",0.00128504839540433,1.44643688547476,0.065,0.019,1,"2","PHLDB1"
"SULT1A1",0.00128734696293735,0.748864372972334,0.135,0.062,1,"2","SULT1A1"
"RNF8",0.0012882875112371,0.49133289515651,0.187,0.098,1,"2","RNF8"
"ALKBH21",0.00129518015628886,0.478758523295944,0.2,0.105,1,"2","ALKBH2"
"VEZT",0.00130102388000544,0.723469568108033,0.168,0.086,1,"2","VEZT"
"IARS2",0.00130227666991301,0.291611169907245,0.226,0.126,1,"2","IARS2"
"STX16",0.00130477528045351,0.900497650444471,0.123,0.053,1,"2","STX16"
"KLF15",0.00131104175026462,2.71004351196476,0.058,0.016,1,"2","KLF15"
"MAPKBP1",0.00131539523894846,1.56990317093983,0.071,0.023,1,"2","MAPKBP1"
"NDUFS21",0.00131577136367538,0.162162529425246,0.413,0.276,1,"2","NDUFS2"
"WDR78",0.00131840026444354,3.28529895724868,0.032,0.005,1,"2","WDR78"
"NF1",0.00132027256518263,0.357524225781035,0.148,0.072,1,"2","NF1"
"TRAM2-AS1",0.00132223875814968,2.57687715282216,0.045,0.01,1,"2","TRAM2-AS1"
"RPF21",0.00132658717627308,0.239055620728657,0.271,0.159,1,"2","RPF2"
"POLB1",0.0013310198473826,0.705550006931995,0.142,0.067,1,"2","POLB"
"RPP14",0.00133215756553297,0.245945393451302,0.097,0.037,1,"2","RPP14"
"GALK2",0.00133354139235276,1.09741092441639,0.11,0.045,1,"2","GALK2"
"APOC1",0.00134286938891909,1.28467931587794,0.045,0.01,1,"2","APOC1"
"SLC39A8",0.00134493316506298,3.20872995101081,0.032,0.005,1,"2","SLC39A8"
"GLCCI1",0.00134559607584194,0.366222737028413,0.084,0.029,1,"2","GLCCI1"
"PLCD4",0.00134981199039203,2.3272310705895,0.045,0.01,1,"2","PLCD4"
"CABLES1",0.00134981199039203,1.33961900181249,0.045,0.01,1,"2","CABLES1"
"PPIH1",0.00135127071041022,0.17566703162217,0.284,0.173,1,"2","PPIH"
"MTMR11",0.0013538863624056,3.07787875801394,0.032,0.005,1,"2","MTMR11"
"PCDHB2",0.0013538863624056,2.79429620527873,0.032,0.005,1,"2","PCDHB2"
"TPGS11",0.0013549279793306,0.244690173652664,0.252,0.148,1,"2","TPGS1"
"ERAP2",0.00136069626357049,0.98028872765333,0.123,0.053,1,"2","ERAP2"
"PSD3",0.00136198242794629,1.10315874382848,0.123,0.054,1,"2","PSD3"
"CLUL1",0.00136289451172782,2.72797330249839,0.032,0.005,1,"2","CLUL1"
"QTRT1",0.00136986696885874,0.745276499193826,0.206,0.113,1,"2","QTRT1"
"NBAS",0.0013727704329107,0.937951935578807,0.103,0.042,1,"2","NBAS"
"SLC12A4",0.00137571843264921,1.51039925634753,0.071,0.023,1,"2","SLC12A4"
"ZNF724P",0.0013810768846852,3.02587843809867,0.032,0.005,1,"2","ZNF724P"
"SLC45A1",0.0013816341165603,4.19764358587708,0.013,0,1,"2","SLC45A1"
"RP11-474O21.5",0.0013816341165603,4.87776501822674,0.013,0,1,"2","RP11-474O21.5"
"PLA2G2A",0.0013816341165603,5.846898623359,0.013,0,1,"2","PLA2G2A"
"C1orf234",0.0013816341165603,4.15604924875689,0.013,0,1,"2","C1orf234"
"RP1-187B23.1",0.0013816341165603,4.043104957478,0.013,0,1,"2","RP1-187B23.1"
"KCNQ4",0.0013816341165603,4.98448064554729,0.013,0,1,"2","KCNQ4"
"PTGER3",0.0013816341165603,5.2840059472541,0.013,0,1,"2","PTGER3"
"NEGR1",0.0013816341165603,4.59557585745293,0.013,0,1,"2","NEGR1"
"ST6GALNAC3",0.0013816341165603,4.82419632497389,0.013,0,1,"2","ST6GALNAC3"
"PTGFR",0.0013816341165603,5.16286870772956,0.013,0,1,"2","PTGFR"
"PLPPR4",0.0013816341165603,4.39999271160772,0.013,0,1,"2","PLPPR4"
"MYBPHL",0.0013816341165603,5.02036835967934,0.013,0,1,"2","MYBPHL"
"GSTM5",0.0013816341165603,5.614825390407,0.013,0,1,"2","GSTM5"
"TDRD10",0.0013816341165603,4.71008897045583,0.013,0,1,"2","TDRD10"
"CADM3-AS1",0.0013816341165603,5.65005712099289,0.013,0,1,"2","CADM3-AS1"
"MYOC",0.0013816341165603,7.60823111913829,0.013,0,1,"2","MYOC"
"TGFB2-AS1",0.0013816341165603,4.3653853435299,0.013,0,1,"2","TGFB2-AS1"
"CAPN9",0.0013816341165603,4.06192649594551,0.013,0,1,"2","CAPN9"
"MATN3",0.0013816341165603,4.23424471246892,0.013,0,1,"2","MATN3"
"AC073283.4",0.0013816341165603,4.41310559417146,0.013,0,1,"2","AC073283.4"
"SULT1C4",0.0013816341165603,4.64282117687822,0.013,0,1,"2","SULT1C4"
"LINC01123",0.0013816341165603,4.44286527208262,0.013,0,1,"2","LINC01123"
"HECW2",0.0013816341165603,4.18175664461531,0.013,0,1,"2","HECW2"
"FGD5",0.0013816341165603,5.86845496464825,0.013,0,1,"2","FGD5"
"GALNT15",0.0013816341165603,4.95479185815541,0.013,0,1,"2","GALNT15"
"ITGA9",0.0013816341165603,5.58451957962765,0.013,0,1,"2","ITGA9"
"TTC21A",0.0013816341165603,5.07917313274461,0.013,0,1,"2","TTC21A"
"LSAMP",0.0013816341165603,5.3495804249859,0.013,0,1,"2","LSAMP"
"ALDH1L1-AS2",0.0013816341165603,4.21474732648309,0.013,0,1,"2","ALDH1L1-AS2"
"DZIP1L",0.0013816341165603,4.56288971934307,0.013,0,1,"2","DZIP1L"
"KCNMB3",0.0013816341165603,4.17905362733465,0.013,0,1,"2","KCNMB3"
"RP11-778D9.12",0.0013816341165603,4.15963983702553,0.013,0,1,"2","RP11-778D9.12"
"KDR",0.0013816341165603,5.4480378329694,0.013,0,1,"2","KDR"
"ADH1B",0.0013816341165603,6.24753623269023,0.013,0,1,"2","ADH1B"
"ANK2",0.0013816341165603,5.03251757287798,0.013,0,1,"2","ANK2"
"PCDH18",0.0013816341165603,5.06222242413937,0.013,0,1,"2","PCDH18"
"TENM3",0.0013816341165603,3.82172914309213,0.013,0,1,"2","TENM3"
"ADAMTS12",0.0013816341165603,4.25828282736177,0.013,0,1,"2","ADAMTS12"
